id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
839241995641748187,Blue House Downtown,139175997,Amanda,York,Fredericton,45.95927,-66.6471,Entire home/apt,125,3,38,2024-11-24,1.73,2,178,25,
839846705388594494,la riviere,477829444,Daniel,Gloucester,Inkerman,47.699498554208056,-64.85808959661826,Entire home/apt,200,6,13,2024-08-16,0.74,1,337,8,
840483950494170292,The Oak Bay Beach House,5174721,Lisa,Charlotte,Saint David,45.21062,-67.16311,Entire home/apt,500,2,12,2024-09-24,0.66,1,315,7,
841397897177837659,The Sugarloaf Retreat,271243183,Cindy,Restigouche,Addington,47.99847,-66.68198,Entire home/apt,150,2,23,2024-08-31,1.06,1,148,8,
842972948732750562,Spacious 1BD Near Universitè De Moncton + PS4,208270115,Abdulaziz,Westmorland,Moncton,46.0887792,-64.7924086,Entire home/apt,393,4,30,2024-12-01,1.41,1,139,14,
843410912166009860,Chef Caissie's Beach Get Away!,504606188,Jacquie,Kent,Dundas,46.3542944,-64.5378589,Entire home/apt,214,4,15,2024-09-10,0.83,1,101,8,
843624848017799297,Sea Shanty: Beach Escape with BBQ & Outdoor Shower,118032534,Chelsy,Westmorland,Shediac,46.23717845044426,-64.5162357693115,Entire home/apt,213,1,31,2024-09-17,1.63,1,181,15,
844890721615616539,Cozy Aframe in the Woods,217491344,Joel,Kent,Richibucto,46.56842,-64.78849,Entire home/apt,,2,0,,,1,0,0,
845575735341595904,Beach house in Scotchtown,52510687,Lynn,Queens,Canning,45.89705648687655,-66.1334751918912,Entire home/apt,300,2,28,2024-10-07,1.43,2,236,14,
845606563263658957,Le Vieux Magasin,132315341,Jean Paul,Gloucester,Caraquet,47.7944571,-64.9299678,Entire home/apt,99,3,30,2024-12-19,1.70,1,321,15,
845652570222312846,La Cabanao- The sweet spot!,124234166,Cynthia,Northumberland,Alnwick,47.26603,-65.10812,Entire home/apt,125,2,19,2024-09-15,1.05,1,361,8,
845863212848251008,Modern Space/Serene Neighborhood - Two Queen Beds,414363734,Kay,York,Fredericton,45.90563,-66.61672,Entire home/apt,,4,11,2023-12-14,0.53,1,0,0,
846287750884839320,A Sunset Manor,88745251,Kathryn,Kings,Rothesay,45.46763,-65.93831,Entire home/apt,140,3,25,2024-11-10,1.37,1,224,16,
847050243779149728,Cottage Oasis with Hottub and Cave Views,216456170,Kevin,Saint John,Saint Martins,45.33814,-65.55573,Entire home/apt,155,2,62,2024-10-17,3.27,5,240,30,
847097883354704341,Charlotte’s Utopia Lakefront Cottage,505387202,Jennifer,Charlotte,Saint George,45.14919003325653,-66.79059844868775,Entire home/apt,325,3,41,2024-10-13,2.03,1,138,19,
847236445931554499,1 King Royal Suite,81343310,Kamini,Gloucester,Bathurst,47.66887029999999,-65.6871438,Private room,258,1,4,2024-04-25,0.34,8,364,4,
847249607619585247,1 King Executive Suite,81343310,Kamini,Gloucester,Bathurst,47.66772,-65.68691,Private room,206,1,0,,,8,365,0,
847715721333437679,Le Beaumont,84262987,Isabelle,Westmorland,Dorchester,45.92383,-64.60876,Entire home/apt,,2,33,2024-09-05,1.81,1,0,16,
847755152530535338,Modern and spacious 1 bdrm near Moncton Hospital,222919878,Megumi,Westmorland,Moncton,46.103378,-64.8076926,Entire home/apt,105,2,43,2024-08-28,2.19,1,25,16,
847814925079195179,Coquette appartement tranquille,501554997,Robert,Gloucester,New Bandon,47.78936,-65.14999,Entire home/apt,100,7,4,2024-08-13,0.23,1,365,2,
847820639042268243,Cozy seaside cottage,411235647,Gabrielle,Charlotte,Saint Andrews,45.12976,-67.061,Entire home/apt,175,2,21,2024-10-12,3.52,1,346,21,
847950379648844609,Sandstone Chalets on the Bay #54 “Serenity”,329944229,Marc,Saint John,Saint Martins,45.35854176712784,-65.53481283884386,Entire home/apt,250,2,28,2024-11-11,1.45,2,355,15,
847982749027903383,Concrete Jungle • Adult Only ($0 Cleaning Fee),367890608,Steven,Westmorland,Moncton,46.10683849999999,-64.7650117,Entire home/apt,,1,70,2024-08-25,3.29,1,0,9,
848081276463165359,Character 2 Bedroom Downtown,239092691,Fitz,York,Fredericton,45.95496,-66.65294,Entire home/apt,129,1,153,2024-12-20,7.19,3,358,77,
848406269704464020,Contemporary Oceanfront Getaway,14244385,Francis,Kent,Dundas,46.29566,-64.54829,Entire home/apt,250,2,29,2024-10-15,1.72,1,204,23,
848502187847341660,The Lake House,36046235,Alexander,Charlotte,Saint George,45.14997,-66.78829,Entire home/apt,,2,19,2024-09-30,0.95,2,0,10,
848589037802863118,Zen Den,268620714,Jenny And Hayden,York,Fredericton,45.9558580241613,-66.64079289883375,Entire home/apt,153,3,16,2024-12-23,1.45,2,218,16,
852278349458076653,Bois Joli Relax,456786537,Karine,Westmorland,Shediac,46.22708,-64.40717,Entire home/apt,190,2,73,2024-12-08,3.55,1,313,40,
852711708622947865,Waterfront Cottage,500049620,Becky,Westmorland,Botsford,46.18098,-63.97541,Entire home/apt,157,3,5,2024-08-16,0.87,1,65,5,
852728302551096211,Bungalow on The Bay,40071006,Paul,Saint John,City of Saint John,45.19598,-66.15809,Entire home/apt,165,2,40,2024-10-26,2.05,1,309,28,
852900706084037695,C3 Main - Nice&Clean 3 bedrooms 1km NBCC Moncton,452702281,Rafael,Westmorland,Moncton,46.10346,-64.82756,Entire home/apt,95,1,5,2024-12-15,0.25,10,2,4,
852924428853750662,C14 Up Level - Nice & Clean 3 bedrooms- University,452702281,Rafael,Westmorland,Moncton,46.10045,-64.81413,Entire home/apt,95,1,1,2023-07-30,0.06,10,32,0,
854209545543552342,2DD Home Suite,81343310,Kamini,Gloucester,Bathurst,47.66887029999999,-65.6871438,Private room,155,1,0,,,8,0,0,
854243229950385686,1 Q Drive Up,81343310,Kamini,Gloucester,Bathurst,47.66887029999999,-65.6871438,Private room,113,1,0,,,8,342,0,
854245861593871921,1 Q Bed,81343310,Kamini,Gloucester,Bathurst,47.66887029999999,-65.6871438,Private room,129,1,1,2023-09-13,0.06,8,340,0,
854946665627809448,Downtown Suite Spot,308692814,Debra,York,Fredericton,45.9615556,-66.6507934,Entire home/apt,130,1,174,2024-11-17,8.79,2,347,86,
855830261616481663,Slice of Paradise,179409451,Jason,Westmorland,Shediac,46.2342896,-64.506785,Entire home/apt,253,7,4,2024-07-14,0.23,2,239,1,
855864901035536714,Valley Suite,507193231,Ning,Kings,Rothesay,45.42293934437089,-65.99148508161306,Entire home/apt,88,1,64,2024-12-26,3.01,1,363,29,
855885210904795308,G&M Sweet Home,205133905,Mathias,Westmorland,Moncton,46.10054,-64.71085,Private room,,2,10,2023-08-27,0.49,1,0,0,
855889809291561912,Peace in Paradise.,179409451,Jason,Westmorland,Shediac,46.23689,-64.50722,Entire home/apt,254,2,11,2024-09-15,0.63,2,159,7,
855905423537856672,Comfortable 3 bedroom apartment with free laundry,413002213,John,Saint John,City of Saint John,45.27673,-66.08191,Entire home/apt,,1,121,2024-12-01,6.05,2,361,70,
856343932896305409,Cute & Cozy,233905576,Linda Lou,Northumberland,Newcastle,47.03803501438367,-65.48828825354576,Entire home/apt,113,3,14,2024-09-27,1.58,1,272,14,
856591624875868195,"2022 Mini Home 3 Bedroom , 2 Bath",343568577,Duguay,Westmorland,Botsford,46.22894,-64.24815,Entire home/apt,200,3,18,2024-08-18,0.99,1,153,9,
856704173682282381,Sandstone Chalets on the Bay # 56 “Tranquility,329944229,Marc,Saint John,Saint Martins,45.3652661,-65.53371539999999,Entire home/apt,250,2,17,2024-11-11,0.91,2,354,11,
857043718474229408,Ocean Hammock Guest House,507442558,Frank,Westmorland,Shediac,46.22486,-64.46750999999999,Entire home/apt,199,3,3,2024-08-09,0.53,1,359,3,
857163278871044454,Dôme 4: Waterfront-HotTub-AC-BBQ-Kitchen-Bathroom,505185338,Danny,Restigouche,Addington,47.99281,-66.86357,Entire home/apt,345,1,46,2024-12-15,2.47,5,341,25,
